Monomer A1 type,Monomer A2 type,A1/A2 ratio,"Monomer A concentration, wt%",Monomer B type,"Monomer B concentration, wt%",Organic solvent type, Additive X1 type in aqueous phase,"Additive X1 concentration, wt%", Additive X2 type in aqueous phase,"Additive X2 concentration, wt%",Aqueous phase pH, Additive Y type in organic  phase,"Additive Y concentration, wt%",Nanomaterials type in aqueous phase,"Nanomaterials loading in aqueous phase, wt%",Nanomaterials type in organic phase,"Nanomaterials loading in organnic phase, wt%",Nanomateials morphology,"Polymerization time, s","Heat curing time, min","Heat curing termperature, degree",Substrate membrane type,substrate membrane pore size,"Transmembrane presurre, bar","NaCl concentration, ppm","MgSO4 concentratin, ppm","Na2SO4 concentration, ppm","MgCl2 concentration, ppm","CaCl2 Concentration, ppm","Permeability, LMH/bar","NaCl rejection, %","Mg2SO4 rejection, %","Na2SO4 rejection, %","MgCl2 rejection, %","CaCl2 rejection, %",Literature DOI
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,10,90,12,20,10,1000,,1000,1000,1000,1.13,40,,50,45,41,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.01,,,rodlike,60,10,90,12,20,10,1000,,1000,1000,1000,1.83,50,,80,68,60,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.05,,,rodlike,60,10,90,12,20,10,1000,,1000,1000,1000,2.25,62.5,,92.5,80,71.03,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.1,,,rodlike,60,10,90,12,20,10,1000,,1000,1000,1000,3.3,50,,87.5,67.5,60,10.1039/C9EW00963A
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,,,,,,120,10,60,27,150,6,2000,2000,2000,2000,,12.3,18.6,98.5,99,18.8,,10.1016/j.cej.2018.10.147
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,cellulose nanocrystal,0.005,,,rodlike,120,10,60,27,150,6,2000,2000,2000,2000,,14.5,19,98.1,98.5,19,,10.1016/j.cej.2018.10.147
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,cellulose nanocrystal,0.02,,,rodlike,120,10,60,27,150,6,2000,2000,2000,2000,,18.5,,,,,,10.1016/j.cej.2018.10.147
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,cellulose nanocrystal,0.1,,,rodlike,120,10,60,27,150,6,2000,2000,2000,2000,,20.5,21.5,97.5,98,21.5,,10.1016/j.cej.2018.10.147
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,cellulose nanocrystal,0.01,,,rodlike,120,10,60,27,150,6,2000,2000,2000,2000,,16.5,20.3,98,98.3,20,,10.1016/j.cej.2018.10.147
Piperazine,,,1,trimesoyl chloride (265.5),0.2,hexane,sodium phosphate,,,,11,,,cellulose nanocrystal,0.05,,,rodlike,120,10,60,27,150,6,2000,2000,2000,2000,,18.6,21.2,97.8,98.1,21,,10.1016/j.cej.2018.10.147
Piperazine,,,2,trimesoyl chloride (265.5),0.5,hexane,sodium phosphate,0.6,,,,,,,,,,,60,10,50,21,,4.8,2000,,2000,,,16,21,,98.75,,,10.1039/C9EN01367A
Piperazine,,,2,trimesoyl chloride (265.5),0.5,hexane,sodium phosphate,0.6,,,,,,cellulose nanocrystal/Ag composite,0.005,,,rodlike,60,10,50,21,,4.8,2000,,2000,,,19,22.5,,98.8,,,10.1039/C9EN01367A
Piperazine,,,2,trimesoyl chloride (265.5),0.5,hexane,sodium phosphate,0.6,,,,,,cellulose nanocrystal/Ag composite,0.01,,,rodlike,60,10,50,21,,4.8,2000,,2000,,,25,23.4,,99.1,,,10.1039/C9EN01367A
Piperazine,,,2,trimesoyl chloride (265.5),0.5,hexane,sodium phosphate,0.6,,,,,,cellulose nanocrystal/Ag composite,0.02,,,rodlike,60,10,50,21,,4.8,2000,,2000,,,22.1,22.5,,98.9,,,10.1039/C9EN01367A
Piperazine,,,2,trimesoyl chloride (265.5),0.5,hexane,sodium phosphate,0.6,,,,,,cellulose nanocrystal/Ag composite,0.04,,,rodlike,60,10,50,21,,4.8,2000,,2000,,,22,21.5,,98.6,,,10.1039/C9EN01367A
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,,,,,,60,15,50,100,35,6,1000,,1000,,,5.75,32.5,,97.5,,,10.1039/C6TA00005C
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,zwitterionic polyelectrolyte nanoparticles,0.1,,,rodlike,60,15,50,100,35,6,1000,,1000,,,10.97,10,,98,,,10.1039/C6TA00005C
Piperazine,,,1,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,multi-walled carbon nanotube-COOH,0.01,,,tube,15,5,80,102,50,6,2000,2000,2000,,,6.2,34,93.7,96.6,,,10.1021/acsami.6b05545
Piperazine,,,1,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,multi-walled carbon nanotube-OH,0.01,,,tube,15,5,80,102,50,6,2000,2000,2000,,,6.9,35.3,97.1,97.6,,,10.1021/acsami.6b05545
Piperazine,,,1,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,multi-walled carbon nanotube-NH2,0.01,,,tube,15,5,80,102,50,6,2000,2000,2000,,,5.3,35.1,95,96.8,,,10.1021/acsami.6b05545
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,30,5,60,106,20,6,1000,1000,1000,,,5.43,,,86,,,10.1016/j.jtice.2017.11.033
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,ZIF-8,0.01,,,rhombic dodecahedron,30,5,60,106,20,6,1000,1000,1000,,,6.22,,,95,,,10.1016/j.jtice.2017.11.033
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,ZIF-8,0.5,,,rhombic dodecahedron,30,5,60,106,20,6,1000,1000,1000,,,9.17,,,80,,,10.1016/j.jtice.2017.11.033
Piperazine,,,1,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium phosphate,1,,,,,,,,,,,120,5,60,123,30,5,500,,500,,,6.78,38.5,,95,,,10.1021/acsami.9b15811
Piperazine,3-(4-(2-((4-aminophenyl)amino)ethyl)morpholino-4-ium)propane-1-sulfonate,0.1,1,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium phosphate,1,,,,,,,,,,,120,5,60,123,30,5,500,,500,,,7.3,35,,94,,,10.1021/acsami.9b15811
Piperazine,3-(4-(2-((4-aminophenyl)amino)ethyl)morpholino-4-ium)propane-1-sulfonate,0.2,1,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium phosphate,1,,,,,,,,,,,120,5,60,123,30,5,500,,500,,,8.2,28,,94,,,10.1021/acsami.9b15811
Piperazine,3-(4-(2-((4-aminophenyl)amino)ethyl)morpholino-4-ium)propane-1-sulfonate,0.4,1,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium phosphate,1,,,,,,,,,,,120,5,60,123,30,5,500,,500,,,9.5,25,,95,,,10.1021/acsami.9b15811
Piperazine,3-(4-(2-((4-aminophenyl)amino)ethyl)morpholino-4-ium)propane-1-sulfonate,0.6,1,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium phosphate,1,,,,,,,,,,,120,5,60,123,30,5,500,,500,,,9.82,22.5,,95,,,10.1021/acsami.9b15811
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,120,20,50,128,35,6,3000,3000,,,,4.4,20,99.5,,,,10.1016/j.memsci.2010.10.060
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,polyvinyl alcoho (MW 2500),0.012,,,,,,,,,,,120,20,50,128,35,6,3000,3000,,,,5.7,17,98,,,,10.1016/j.memsci.2010.10.060
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,polyvinyl alcoho (MW 2500),0.024,,,,,,,,,,,120,20,50,128,35,6,3000,3000,,,,7.1,17,97.6,,,,10.1016/j.memsci.2010.10.060
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,polyvinyl alcoho (MW 2500),0.036,,,,,,,,,,,120,20,50,128,35,6,3000,3000,,,,8.1,17,96.4,,,,10.1016/j.memsci.2010.10.060
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,polyvinyl alcoho (MW 2500),0.048,,,,,,,,,,,120,20,50,128,35,6,3000,3000,,,,10.6,16,95.9,,,,10.1016/j.memsci.2010.10.060
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,8,35,98,99,93,,10.1016/j.memsci.2014.04.040
Piperazine,,,2,trimesoyl chloride (265.5),0.2,hexane,triethylamine,2,camphorsulfonic acid,4.6,,,,,,,,,60,2,60,110,,6,500,,500,,,2.9,16.4,,83.4,,,10.1016/j.colsurfa.2020.125971
Piperazine,,,2,trimesoyl chloride (265.5),0.2,hexane,triethylamine,2,camphorsulfonic acid,4.6,,,,ZIF-8,0.01,,,rhombic dodecahedron,60,2,60,110,,6,500,,500,,,4.17,18,,89,,,10.1016/j.colsurfa.2020.125971
Piperazine,,,2,trimesoyl chloride (265.5),0.2,hexane,triethylamine,2,camphorsulfonic acid,4.6,,,,polydopamine modified ZIF-8,0.01,,,rhombic dodecahedron,60,2,60,110,,6,500,,500,,,4.81,25,,89.9,,,10.1016/j.colsurfa.2020.125971
Piperazine,,,0.1,trimesoyl chloride (265.5),0.15,heptane,,,,,,,,,,,,,100,25,22,109,,2,,,1000,,,10.45,,,90,,,10.1039/C6RA21192E
Piperazine,,,0.1,trimesoyl chloride (265.5),0.15,heptane,,,,,,,,g-C3N4,0.0025,,,sheet,100,25,22,109,,2,,,1000,,,18.8,,,84,,,10.1039/C6RA21192E
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,15,60,111,20,6,2000,2000,2000,2000,,4.8,37.5,96,95.9,77.5,,10.1021/acsami.0c13386
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,"carbon dots 
grafted with hyperbranched zwitterions-0.6k",0.6,,,3D dimensional network,60,15,60,111,20,6,2000,2000,2000,2000,,7.5,37,96,97,75,,10.1021/acsami.0c13386
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,"carbon dots 
grafted with hyperbranched zwitterions-1.8kDa",0.6,,,3D dimensional network,60,15,60,111,20,6,2000,2000,2000,2000,,9,37.5,97,97,78,,10.1021/acsami.0c13386
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,"carbon dots 
grafted with hyperbranched zwitterions-10kDa",0.6,,,3D dimensional network,60,15,60,111,20,6,2000,2000,2000,2000,,11.4,30,97,97,81.25,,10.1021/acsami.0c13386
Piperazine,,,2,trimesoyl chloride (265.5),0.05,heptane,,,,,,,,,,,,,30,5,50,112,20,7,1000,,1000,,,4.71,33.5,89,,,,10.1016/j.seppur.2016.04.024
Piperazine,,,2,trimesoyl chloride (265.5),0.05,heptane,,,,,,,,Al(OH)3 nanoparticle,1.5,,,sphere,30,15,50,112,20,7,1000,,1000,,,6.57,27.5,95,,,,10.1016/j.seppur.2016.04.024
Piperazine,,,2,trimesoyl chloride (265.5),0.05,heptane,,,,,,,,Al(OH)3 nanoparticle,1.5,,,sphere,30,15,50,112,20,2,1000,,1000,,,13,,86,,,,10.1016/j.seppur.2016.04.024
Piperazine,,,2,trimesoyl chloride (265.5),0.05,heptane,,,,,,,,Al(OH)3 nanoparticle,1.5,,,sphere,30,15,50,112,20,4,1000,,1000,,,9,,91.5,,,,10.1016/j.seppur.2016.04.024
Piperazine,,,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,60,5,70,113,,5,2500,2500,2500,,,1.26,75.3,97.5,96.62,,,10.1016/j.desal.2019.114125
Piperazine,,,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,sulfonated graphene oxide,0.05,,,sheet,60,5,70,113,,5,,,2500,,,1.68,,,97,,,10.1016/j.desal.2019.114125
Piperazine,,,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,sulfonated graphene oxide,0.1,,,sheet,60,5,70,113,,5,,,2500,,,1.79,,,96,,,10.1016/j.desal.2019.114125
Piperazine,,,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,sulfonated graphene oxide,0.3,,,sheet,60,5,70,113,,5,2500,2500,2500,,,2.36,77.6,95,96.45,,,10.1016/j.desal.2019.114125
Piperazine,,,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,sulfonated graphene oxide,0.5,,,sheet,60,5,70,113,,5,,,2500,,,2.18,,,95,,,10.1016/j.desal.2019.114125
Piperazine,,,0.2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,60,3,70,114,20,4,1500,1500,1500,1500,,14.5,35,94.5,99,60,,10.1039/C9TA02299F
Piperazine,,,0.2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,UiO-66-NH2,0.0039,,,octahedral,60,3,70,114,20,4,1500,1500,1500,1500,,18,30,94,98.4,55,,10.1039/C9TA02299F
Piperazine,,,0.2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,UiO-66-NH2,0.006,,,octahedral,60,3,70,114,20,4,1500,1500,1500,1500,,21.5,25,91,98.2,55,,10.1039/C9TA02299F
Piperazine,,,0.2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,UiO-66-NH2,0.0079,,,octahedral,60,3,70,114,20,4,1500,1500,1500,1500,,27,23,90.5,97.8,54,,10.1039/C9TA02299F
Piperazine,,,0.2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,UiO-66-NH2,0.012,,,octahedral,60,3,70,114,20,4,1500,1500,1500,1500,,30.8,21,90.5,97.5,53.8,,10.1039/C9TA02299F
Piperazine,,,0.1,trimesoyl chloride (265.5),0.1,heptane,,,,,,,,,,,,,120,15,60,115,,2,,,100,,,7.5,,,90.2,,,10.1016/j.memsci.2018.02.010
Piperazine,,,0.1,trimesoyl chloride (265.5),0.1,heptane,,,,,,,,graphene quantum dots,0.2,,,dot,120,15,60,115,,2,,,100,,,29,,,70,,,10.1016/j.memsci.2018.02.010
Piperazine,,,0.1,trimesoyl chloride (265.5),0.1,heptane,,,,,,,,graphene quantum dots,0.39,,,dot,120,15,60,115,,2,,,100,,,51,,,40.6,,,10.1016/j.memsci.2018.02.010
Piperazine,,,1,trimesoyl chloride (265.5),0.2,cyclohexane,,,,,,,,,0.015,,,,60,30,70,116,,6,292.2,601.83,710.2,476.055,,3,31.5,85,95,64,,10.1016/j.memsci.2018.07.044
Piperazine,,,1,trimesoyl chloride (265.5),0.2,cyclohexane,,,,,,,,carboxylic carbon quantum dots,0.015,,,dot,60,30,70,116,,6,292.2,601.83,710.2,476.055,,6.08,20,82,94,50,,10.1016/j.memsci.2018.07.044
Piperazine,,,1,trimesoyl chloride (265.5),0.2,cyclohexane,,,,,,,,amino carbon quantum dots,0.015,,,dot,60,30,70,116,,6,292.2,601.83,710.2,476.055,,5.25,20,88,93,76,,10.1016/j.memsci.2018.07.044
Piperazine,,,1,trimesoyl chloride (265.5),0.2,cyclohexane,,,,,,,,sulfonated carbon quantum dots,0.015,,,dot,60,30,70,116,,6,292.2,601.83,710.2,476.055,,7.02,10,84,94.5,32,,10.1016/j.memsci.2018.07.044
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,60,10,70,117,100,4,1000,,1000,,,6.25,27,,93.5,,,10.1021/acsami.6b14412
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,poly (sodium 4-styrenesulfonate) modified ZIF-8,0.05,,,rhombic dodecahedron,60,10,70,117,100,4,1000,,1000,,,13,18,,93,,,10.1021/acsami.6b14412
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,poly (sodium 4-styrenesulfonate) modified ZIF-8,0.1,,,rhombic dodecahedron,60,10,70,117,100,4,1000,,1000,,,15.5,12,,92.5,,,10.1021/acsami.6b14412
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,poly (sodium 4-styrenesulfonate) modified ZIF-8,0.2,,,rhombic dodecahedron,60,10,70,117,100,4,1000,,1000,,,12.5,12,,87.4,,,10.1021/acsami.6b14412
Piperazine,,,1.5,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,60,10,60,118,,4,2000,2000,2000,2000,2000,3.13,14,81,78,25,16,10.1016/j.memsci.2020.118064
Piperazine,,,1.5,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,60,10,60,132,,4,2000,2000,2000,2000,2000,1.5,8,85,82,83,55,10.1016/j.memsci.2020.118064
Piperazine,,,1.5,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,GO,0.01,,,sheet,60,10,60,118,,4,2000,2000,2000,2000,2000,1.5,40,94,90.5,88,48,10.1016/j.memsci.2020.118064
Piperazine,,,1.5,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,GO,0.01,,,sheet,60,10,60,132,,4,2000,2000,2000,2000,2000,2.25,38,86,82.5,74,52,10.1016/j.memsci.2020.118064
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,triethylamine,4,,,,,,UiO-66,,,,octahedral,10,1,60,119,,6,1000,1000,1000,,,7.92,25,92.5,97.5,,,10.1021/acsami.9b17212
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,triethylamine,4,,,,,,UiO-66-NH2,,,,octahedral,10,1,60,119,,6,1000,1000,1000,,,13.5,21,95.5,95.5,,,10.1021/acsami.9b17212
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,triethylamine,4,,,,,,,,UiO-66,0.2,octahedral,10,1,60,119,,6,1000,1000,1000,,,14.58,20,90,97.5,,,10.1021/acsami.9b17212
Piperazine,,,2,trimesoyl chloride (265.5),0.225,hexane,triethylamine,4,,,,,,,,UiO-66-NH2,0.2,octahedral,10,1,60,119,,6,1000,1000,1000,,,12,27.5,97.5,98,,,10.1021/acsami.9b17212
Piperazine,,,0.1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,tannic acid modified MoS2,0.0125,,,sheet,120,30,60,120,,6,,,1000,,,15.33,,,98,,,10.1016/j.memsci.2019.117316
Piperazine,,,0.1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,tannic acid modified MoS2,0.025,,,sheet,120,30,60,120,,6,1000,1000,1000,1000,1000,17,30,98,98.5,75,65,10.1016/j.memsci.2019.117316
Piperazine,,,0.1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,tannic acid modified MoS2,0.05,,,sheet,120,30,60,120,,6,,,1000,,,12.17,,,97.5,,,10.1016/j.memsci.2019.117316
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,60,15,50,122,35,6,1000,1000,1000,1000,,3.8,35,96,98,42,,10.1016/j.memsci.2018.11.019
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,zwitterionic dopamine nanoparticles,0.2,,,cube,60,15,50,122,35,6,1000,1000,1000,1000,,14.67,20,96.5,97.5,45,,10.1016/j.memsci.2018.11.019
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,,,,,,60,15,50,125,35,6,1000,1000,1000,1000,,5.5,30,84,98,48,,10.1016/j.jiec.2018.05.032
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,polyelectrolyte nanoparticles,0.1,,,rodlike,60,15,50,125,35,6,1000,1000,1000,1000,,9.67,20,82,97.5,47.5,,10.1016/j.jiec.2018.05.032
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane, Triethylamine (TEA),3,camphor sulfonic acid ,3,,,,multi-walled carbon nanotube-NH2,0.001,,,tube,,,5,134,58,10,1000,,1000,,,,21,,80,,,10.1016/j.desal.2016.05.002
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane, Triethylamine (TEA),3,camphor sulfonic acid ,3,,,,multi-walled carbon nanotube-NH2,0.002,,,tube,,,5,134,58,10,1000,,1000,,,,28,,81,,,10.1016/j.desal.2016.05.002
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane, Triethylamine (TEA),3,camphor sulfonic acid ,3,,,,multi-walled carbon nanotube-NH2,0.005,,,tube,,,5,134,58,10,1000,,1000,,,,36,,96,,,10.1016/j.desal.2016.05.002
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane, Triethylamine (TEA),3,camphor sulfonic acid ,3,,,,multi-walled carbon nanotube-NH2,0.01,,,tube,,,5,134,58,10,1000,,1000,,,,25,,95,,,10.1016/j.desal.2016.05.002
Piperazine,,,1.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,45,8,70,137,140,6,2000,2000,2000,,,9,55,90,96,,,10.1016/j.memsci.2017.12.040
Ethanimine,,,1,trimesoyl chloride (265.5),1.156,toluene,,,,,,,,,,,,,120,,25,63,,4,1000,1000,1000,,,9.5,45,78,50,,,10.1016/j.memsci.2008.09.021
Ethanimine,,,1,terephthaloyl chloride (203.02),1.156,toluene,,,,,,,,,,,,,120,,25,63,,4,1000,1000,1000,,,3.1,60,91,75,10,,10.1016/j.memsci.2008.09.021
Ethanimine,,,3,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,60,5,22,126,148,10,1000,,,1000,,6.4,82.5,,97.5,,,10.1021/acssuschemeng.6b01299
Diethylenetriamine,,,0.2,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,120,,25,1,,2,1000,1000,1000,1000,,3.35,,83,86,,,10.1016/j.desal.2013.11.035
Diethylenetriamine,,,1,trimesoyl chloride (265.5),1.156,toluene,,,,,,,,,,,,,120,,25,63,,4,1000,1000,1000,,,4.5,32.5,85,60,,,10.1016/j.memsci.2008.09.021
Diethylenetriamine,,,1,terephthaloyl chloride (203.02),1,hexane,poly(ethyleneglycol) ,1,,,,,,,,,,,120,720,22,49,10,13.8,2000,,,2000,,6,94.2,,,,,10.1002/app.2282
Diethylenetriamine ,,,1.2,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.32,Isoparaphin-G,4-dimethylaminopyridine,0.12,,,,,,,,,,,60,3,90,138,,10,1000,1000,1000,1000,,,2,89,96,,,10.1016/j.seppur.2020.116528
Triethylenetetramine,,,0.2,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,120,,25,1,,2,1000,1000,1000,1000,,4.35,,81,85,,,10.1016/j.desal.2013.11.035
Triethylenetetramine,,,3,trimesoyl chloride (265.5),0.29,heptane,,,,,,,,,,,,,120,30,22,130,59,2,1000,1000,1000,1000,,,27,45,54,,,10.1021/acs.iecr.5b01950
Tetraethylenepentamine,,,0.2,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,120,,25,1,,2,1000,1000,1000,1000,,5.1,,78,81,,,10.1016/j.desal.2013.11.035
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,,,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,9.1,,77,84,80,,10.1016/j.memsci.2013.10.026
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,calcium chloride,1,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,16.3,,76,83,,,10.1016/j.memsci.2013.10.026
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,calcium chloride,2,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,17.2,,71,82,,,10.1016/j.memsci.2013.10.026
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,calcium chloride,3,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,18.3,,62,79,,,10.1016/j.memsci.2013.10.026
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,calcium chloride,4,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,24,,46,75,,,10.1016/j.memsci.2013.10.026
Tetraethylenepentamine,,,1,trimesoyl chloride (265.5),0.5,hexane,calcium chloride,5,,,,,,,,,,,120,30,22,80,50,2,,1000,1000,,,25.6,,30,70,,,10.1016/j.memsci.2013.10.026
Ethylenediamine,,,1,trimesoyl chloride (265.5),1.156,toluene,,,,,,,,,,,,,120,,25,63,,4,1000,1000,1000,,,1.7,32.5,90,65,,,10.1016/j.memsci.2008.09.021
Polyethyleneimine,,,0.25,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,30,30,60,55,,4,1000,1000,1000,1000,,28.3,30.7,73.2,39.7,88.6,,10.1038/s41467-020-15771-2
Polyethyleneimine,,,3,trimesoyl chloride (265.5),0.6,hexane,,,,,,,,,,,,,1800,20,75,82,10,8,500,500,500,500,,0.89,75,83,68,95,,10.1016/j.reactfunctpolym.2014.08.009
Polyethyleneimine,Piperazine,9,3,trimesoyl chloride (265.5),0.6,hexane,,,,,,,,,,,,,1800,20,75,82,10,8,500,500,500,500,,5.8,70,73,48,92,,10.1016/j.reactfunctpolym.2014.08.009
Polyethyleneimine,Piperazine,2.33,3,trimesoyl chloride (265.5),0.6,hexane,,,,,,,,,,,,,1800,20,75,82,10,8,500,500,500,500,,4,64,75,53,92,,10.1016/j.reactfunctpolym.2014.08.009
Polyethyleneimine,Piperazine,1,3,trimesoyl chloride (265.5),0.6,hexane,,,,,,,,,,,,,1800,20,75,82,10,8,500,500,500,500,,2,60,86,60,92,,10.1016/j.reactfunctpolym.2014.08.009
Polyethyleneimine,Piperazine,0.11,3,trimesoyl chloride (265.5),0.6,hexane,,,,,,,,,,,,,1800,20,75,82,10,8,500,500,500,500,,0.9,55,93,82,95,,10.1016/j.reactfunctpolym.2014.08.009
Polyethyleneimine,,,2,trimesoyl chloride (265.5),0.4,hexane,sodum dodecyl sulfate,0.1,,,9.5,,,,,,,,1800,20,95,73,10,8,500,500,500,500,,5,30,53,59,87,,10.1016/j.memsci.2014.08.055
Polyethyleneimine,,,3,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,60,5,22,126,148,10,1000,,,1000,,6,67.5,,92.5,,,10.1021/acssuschemeng.6b01299
"N,N-Diaminopiperazine",,,2,trimesoyl chloride (265.5),0.13,cyclohexane,,,,,,,,,,,,,10,,25,4,,10,3000,3000,3000,,,8.8,21,72,89,,,10.1016/j.memsci.2005.12.014
"1,4-Bis(3-aminopropyl)-piperazine",,,1,trimesoyl chloride (265.5),0.13,cyclohexane,,,,,,,,,,,,,10,,25,4,,10,3000,3000,3000,,,3.2,57,75,35,,,10.1016/j.memsci.2005.12.014
N-(2-Aminoethyl)-piperazine,,,1,trimesoyl chloride (265.5),0.13,cyclohexane,,,,,,,,,,,,,10,,25,4,,10,3000,3000,3000,,,3.1,31,90,92,,,10.1016/j.memsci.2005.12.014
N-(2-Aminoethyl)-piperazine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,90,5,80,35,160,10.3,2000,1000,,,,5.9,15,95,,,,10.1016/j.memsci.2009.06.025
N-(2-Aminoethyl)-piperazine,,,2,isophthaloyal  chloride  (203.02),0.1875,hexane,,,,,,,,,,,,,90,5,80,35,160,10.3,2000,1000,,,,2.1,13,80,,,,10.1016/j.memsci.2009.06.025
